Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
198.18.0.1,50875,198.18.1.4,443,35971,30365063,20,20152,27077148,15819,3287915,6.27657,47.27667,4581904,556369,511
198.18.0.1,50901,198.18.0.41,443,1070,807441,38,612,738194,458,69247,8.323208,45.230236,130566,12247,62
198.18.0.1,50929,198.18.1.7,443,150,84504,59,85,48150,65,36354,11.720002,41.833353,9207,6952,29
198.18.0.1,50883,198.18.0.32,443,70,18466,29,33,5425,37,13041,7.516499,46.036506,942,2266,16
198.18.0.1,50919,198.18.0.111,443,85,45500,49,43,17763,42,27737,9.432853,44.120923,3220,5029,15
198.18.0.1,50877,198.18.0.38,443,57,17523,21,26,4408,31,13115,6.495611,47.05669,749,2229,13
198.18.0.1,50897,198.18.0.41,443,66,19098,36,30,4572,36,14526,8.160946,45.39275000000001,805,2560,13
198.18.0.1,50921,198.18.0.48,443,83,35451,50,40,12533,43,22918,9.502481,44.05194,2276,4161,13
198.18.0.1,50915,198.18.0.111,443,69,23071,47,30,4464,39,18607,9.247534,44.307097,806,3359,13
198.18.0.1,50873,198.18.0.27,443,53,17255,19,24,5076,29,12179,6.270396,47.28195,858,2060,11
198.18.0.1,50911,198.18.0.48,443,65,23057,45,29,4652,36,18405,9.216511,44.335727000000006,839,3321,11
198.18.0.1,50857,198.18.0.19,443,48,22292,11,22,6497,26,15795,3.118064,2.334213,22267,54133,9
198.18.0.1,50867,198.18.0.24,443,58,19445,16,28,4243,30,15202,5.543168,48.01004,707,2533,9
198.18.0.1,50887,198.18.0.40,443,61,25024,31,28,4144,33,20880,7.580772,45.972324,721,3633,9
198.18.0.1,50891,198.18.0.40,443,140,89970,33,64,12705,76,77265,7.764721,45.787889,2219,13499,9
198.18.0.1,50925,198.18.1.6,443,182,126651,52,79,13135,103,113516,9.599504,43.95318400000001,2390,20661,9
198.18.0.1,50843,198.18.0.9,443,37,14531,2,17,3283,20,11248,0.979325,4.471175,5874,20125,7
198.18.0.1,50845,198.18.0.10,443,40,18678,4,19,5844,21,12834,2.852621,2.599728,17983,39493,7
198.18.0.1,50905,198.18.0.10,443,35,12914,40,17,7052,18,5862,8.598928,44.954963,1254,1043,7
198.18.0.1,50847,198.18.0.11,443,41,17062,5,19,5061,22,12001,2.860449,2.591962,15620,37040,7
198.18.0.1,50893,198.18.0.11,443,39,10600,34,19,5968,20,4632,7.809705,45.743109,1043,810,7
198.18.0.1,50851,198.18.0.16,443,42,15503,7,19,3634,23,11869,2.884953,2.5675130000000004,11323,36982,7
198.18.0.1,50869,198.18.0.21,443,52,18639,17,24,3840,28,14799,5.710429,47.84134,642,2474,7
198.18.0.1,50870,198.18.0.22,443,52,20086,18,25,7633,27,12453,5.710799,47.842162,1276,2082,7
198.18.0.1,50958,198.18.0.28,443,46,22106,69,22,6202,24,15904,48.087982,5.466338,9076,23275,7
198.18.0.1,50960,198.18.0.35,443,39,17713,70,18,3684,21,14029,48.153534,5.400525999999999,5457,20781,7
198.18.0.1,50962,198.18.0.35,443,38,17523,71,18,6182,20,11341,48.522053,5.032162999999997,9827,18029,7
198.18.0.1,50909,198.18.0.36,443,34,11214,43,16,3687,18,7527,9.122157,44.430548,663,1355,7
198.18.0.1,50885,198.18.0.39,443,53,21451,30,24,3728,29,17723,7.578786,45.974149,648,3083,7
198.18.0.1,50889,198.18.0.39,443,58,27729,32,28,6385,30,21344,7.754113999999999,45.79861,1115,3728,7
198.18.0.1,50903,198.18.0.43,443,40,16918,39,18,3376,22,13542,8.479755,45.07198699999999,599,2403,7
198.18.0.1,50907,198.18.0.43,443,56,27944,41,26,6188,30,21756,8.801864,44.75229,1106,3889,7
198.18.0.1,50931,198.18.0.44,443,86,48804,60,38,6861,48,41943,11.90145,41.652108,1317,8055,7
198.18.0.1,50917,198.18.0.47,443,70,43807,48,32,6607,38,37200,9.265571,44.289026,1193,6719,7
198.18.0.1,50895,198.18.1.5,443,57,24733,35,26,3935,31,20798,8.056615,45.496126,691,3657,7
198.18.0.1,50899,198.18.1.5,443,49,24296,37,23,6271,26,18025,8.224284,45.328082,1106,3181,7
198.18.0.1,50913,198.18.1.6,443,46,17795,46,22,3695,24,14100,9.226968,44.325802,666,2544,7
198.18.0.1,50927,198.18.1.7,443,43,17267,58,19,3505,24,13762,11.558705,41.993962,667,2621,7
198.18.0.1,50933,198.18.1.8,443,56,28444,63,26,7146,30,21298,12.339055,41.214909,1387,4134,7
198.18.0.1,50841,198.18.0.8,443,50,15559,1,26,3360,24,12199,0.216461,45.413517,591,2148,6
198.18.0.1,50849,198.18.0.15,443,24,7652,6,12,3506,12,4146,2.864719,2.587445,10840,12818,6
198.18.0.1,50855,198.18.0.18,443,33,13575,10,16,3770,17,9805,3.092281,2.375381,12696,33022,6
198.18.0.1,50964,198.18.0.55,443,25,8567,72,11,1591,14,6976,48.538772,0.9019690000000012,14111,61873,6
198.18.0.1,50863,198.18.0.23,5228,38,14320,14,18,2929,20,11391,5.485976,48.03537,487,1897,4
198.18.0.1,50923,198.18.0.34,443,28,12191,51,14,2561,14,9630,9.518331,44.037108,465,1749,4
198.18.0.1,50721,198.18.0.7,443,19,3561,0,10,2955,9,606,0.0,45.489811,519,106,3
198.18.0.1,50944,10.203.168.228,7680,10,611,66,5,343,5,268,27.115261,20.002114,137,107,1
198.18.0.1,50853,198.18.0.17,443,13,2490,8,6,2118,7,372,3.073875,45.003519,376,66,1
198.18.0.1,50854,198.18.0.17,443,13,2426,9,6,2054,7,372,3.076088,45.002267,365,66,1
198.18.0.1,50859,198.18.0.20,443,13,2504,12,6,2132,7,372,3.391342,45.112852,378,65,1
198.18.0.1,50861,198.18.0.20,443,13,2440,13,6,2068,7,372,3.50327,45.091706,366,65,1
198.18.0.1,50864,198.18.0.24,443,10,2272,15,6,2056,4,216,5.486155,0.0570469999999998,288323,30290,1
198.18.0.1,50807,198.18.0.52,443,10,498,3,5,238,5,260,2.229267,45.001898,42,46,1
198.18.0.112,443,198.18.0.1,50788,11,596,53,6,336,5,260,10.461684,45.006666,59,46,1
198.18.0.112,443,198.18.0.1,50787,9,492,54,5,284,4,208,10.470087,45.001071,50,36,1
198.18.0.112,443,198.18.0.1,50789,9,492,55,5,284,4,208,10.470153,45.001019,50,36,1
10.201.108.124,7680,198.18.0.1,50825,3,156,25,3,156,0,0,7.051096,30.000964,41,0,0
198.18.0.1,50879,198.18.0.26,80,7,380,22,4,216,3,164,6.895403,0.0566019999999998,30528,23179,0
198.18.0.1,50935,198.18.0.26,80,7,380,64,4,216,3,164,16.897168,0.1014729999999985,17029,12929,0
198.18.0.1,50940,198.18.0.26,80,7,380,65,4,216,3,164,26.905986,0.057972000000003,29807,22631,0
198.18.0.1,50950,198.18.0.26,80,7,380,67,4,216,3,164,36.914106,0.1093820000000036,15797,11994,0
198.18.0.1,50954,198.18.0.26,80,7,380,68,4,216,3,164,46.917239,0.0575959999999966,30002,22779,0
198.18.0.4,443,198.18.0.1,50775,8,416,24,4,208,4,208,6.977702,45.001527,36,36,0
198.18.0.52,443,198.18.0.1,50829,3,156,23,3,156,0,0,6.974174,30.000793,41,0,0
198.18.0.52,443,198.18.0.1,50831,3,156,26,3,156,0,0,7.233656,30.001555,41,0,0
198.18.0.52,443,198.18.0.1,50832,3,156,27,3,156,0,0,7.233699,30.001662,41,0,0
198.18.0.52,443,198.18.0.1,50835,3,156,28,3,156,0,0,7.489303,30.001469,41,0,0
198.18.0.89,80,198.18.0.1,59567,6,312,62,3,156,3,156,12.158088,30.000912,41,41,0
198.18.0.89,443,198.18.0.1,59563,6,312,61,3,156,3,156,12.116266,30.001559000000004,41,41,0
198.18.0.92,443,198.18.0.1,59576,8,416,57,4,208,4,208,11.2216,45.001493,36,36,0
198.18.0.112,443,198.18.0.1,50601,8,416,42,4,208,4,208,9.030819,45.002491,36,36,0
198.18.0.113,443,198.18.0.1,50607,8,416,44,4,208,4,208,9.209857,45.001442,36,36,0
198.18.0.113,443,198.18.0.1,50793,8,416,56,4,208,4,208,10.619386,45.000865000000005,36,36,0
